gene,ESR,chromosome,start,end,size,GC%,strand,ortholog code1,ortholog code2,ortholog species,expression on glucose,average log2FC,annotation
SAKL0G09922g,negative,7,842183,843790,1608,42.79,-1,YDR299W,BFR2,Sace,10.896932,-0.6638032,similar to uniprot|Q66RD8 Saccharomyces cerevisiae YDR299W BFR2 Essential protein that is a component of 90S preribosomes; may be involved in rRNA processing; multicopy suppressor of sensitivity to Brefeldin A; expression is induced during lag phase and also by cold shock
SAKL0G10648g,negative,7,903727,904644,918,41.72,-1,YDR280W,RRP45,Sace,10.322487,-0.278353,"highly similar to uniprot|Q05636 Saccharomyces cerevisiae YDR280W RRP45 Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp45p (PM/SCL-75, EXOSC9)"
SAKL0G10890g,negative,7,920736,922055,1320,38.71,1,YHR052W,CIC1,Sace,12.394419,-0.7266429,similar to uniprot|P38779 Saccharomyces cerevisiae YHR052W CIC1 Essential protein that interacts with proteasome components and has a potential role in proteasome substrate specificity; also copurifies with 66S pre-ribosomal particles
SAKL0G10934g,negative,7,923876,925708,1833,42.94,-1,YHR032W,ERC1,Sace,11.96945,-0.5293297,similar to uniprot|P38767 Saccharomyces cerevisiae YHR032W ERC1 Member of the multi-drug and toxin extrusion (MATE) family of the multidrug/oligosaccharidyl- lipid/polysaccharide (MOP) exporter superfamily; overproduction confers ethionine resistance and accumulation of S-adenosylmethionine
SAKL0G11176g,negative,7,953060,953771,712,42.57,1,YHR021C,RPS27B,Sace,15.578573,-0.3278419,highly similar to uniprot|P38711 Saccharomyces cerevisiae YHR021C (ohnolog of YKL156W) RPS27B Protein component of the small (40S) ribosomal subunit; nearly identical to Rps27Ap and has similarity to rat S27 ribosomal protein
SAKL0G11286g,negative,7,963289,965887,2599,44.35,-1,YJL041W,NSP1,Sace,11.372675,-0.2064913,"similar to uniprot|P14907 Saccharomyces cerevisiae YJL041W NSP1 Essential component of the nuclear pore complex, which mediates nuclear import and export, found in both the Nup82 and Nic96 complexes"
SAKL0G11418g,negative,7,975876,977168,1293,41.69,-1,YKL149C,DBR1,Sace,9.807192,-0.3383342,"similar to uniprot|P24309 Saccharomyces cerevisiae YKL149C DBR1 RNA lariat debranching enzyme, involved in intron turnover; required for efficient Ty1 transposition"
SAKL0G11506g,negative,7,983969,984601,633,43.13,-1,YKL144C,RPC25,Sace,10.085725,-0.5311292,"highly similar to uniprot|P35718 Saccharomyces cerevisiae YKL144C RPC25 RNA polymerase III subunit C25, required for transcription initiation; forms a heterodimer with Rpc17p; paralog of Rpb7p"
SAKL0G11528g,negative,7,985074,986519,1446,44.12,1,YKL143W,LTV1,Sace,10.633493,-0.5280637,"similar to uniprot|P34078 Saccharomyces cerevisiae YKL143W LTV1 Component of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; required for ribosomal small subunit export from nucleus; required for growth at low temperature"
SAKL0G11572g,negative,7,987737,989761,2025,39.46,-1,YJL010C,NOP9,Sace,11.476043,-0.5180296,highly similar to uniprot|P47077 Saccharomyces cerevisiae YJL010C NOP9 Essential subunit of U3-containing 90S preribosome involved in production of 18S rRNA and assembly of small ribosomal subunit; also part of pre-40S ribosome and required for its export into cytoplasm; binds RNA and contains pumilio domain
SAKL0G11594g,negative,7,989965,991662,1698,42.87,-1,YJL008C,CCT8,Sace,12.276735,-0.3035036,"highly similar to uniprot|P47079 Saccharomyces cerevisiae YJL008C CCT8 Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo"
SAKL0G11726g,negative,7,997244,998242,999,36.34,-1,YJL006C,CTK2,Sace,9.297961,-0.2384157,"similar to uniprot|P46962 Saccharomyces cerevisiae YJL006C CTK2 Beta subunit of C-terminal domain kinase I (CTDK-I), which phosphorylates both RNA pol II subunit Rpo21p to affect transcription and pre-mRNA 3' end processing, and ribosomal protein Rps2p to increase translational fidelity"
SAKL0G11748g,negative,7,998525,1000816,2292,40.14,-1,YJL033W,HCA4,Sace,10.82905,-0.7109784,highly similar to uniprot|P20448 Saccharomyces cerevisiae YJL033W HCA4 Putative nucleolar DEAD box RNA helicase; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis
SAKL0G12034g,negative,7,1026266,1026856,591,43.32,-1,YLR009W,RLP24,Sace,12.100696,-0.5752233,"highly similar to uniprot|Q07915 Saccharomyces cerevisiae YLR009W RLP24 Essential protein with similarity to Rpl24Ap and Rpl24Bp, associated with pre-60S ribosomal subunits and required for ribosomal large subunit biogenesis"
SAKL0G12144g,negative,7,1034186,1035091,906,39.18,-1,YLR003C,CMS1,Sace,10.917051,-0.599522,similar to uniprot|Q07897 Saccharomyces cerevisiae YLR003C CMS1 Subunit of U3-containing 90S preribosome processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; overexpression rescues supressor mutant of mcm10; null mutant is viable
SAKL0G12166g,negative,7,1035355,1036980,1626,44.96,-1,YLR004C,THI73,Sace,12.245416,-1.2909933,highly similar to uniprot|Q07904 Saccharomyces cerevisiae YLR004C THI73 Putative plasma membrane permease proposed to be involved in carboxylic acid uptake and repressed by thiamine; substrate of Dbf2p/Mob1p kinase; transcription is altered if mitochondrial dysfunction occurs
SAKL0G12342g,negative,7,1050736,1052274,1539,38.27,1,YJR003C,YJR003C,Sace,10.250808,-0.2652747,similar to uniprot|P47084 Saccharomyces cerevisiae YJR003C  Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; predicted to be involved in ribosome biogenesis
SAKL0G12408g,negative,7,1054059,1056047,1989,39.62,1,YLR002C,NOC3,Sace,11.034616,-0.6072209,highly similar to uniprot|Q92280 Saccharomyces cerevisiae YLR002C NOC3 Protein that forms a nuclear complex with Noc2p that binds to 66S ribosomal precursors to mediate their intranuclear transport; also binds to chromatin to promote the association of DNA replication factors and replication initiation
SAKL0G12430g,negative,7,1056146,1057960,1815,39.89,-1,YJR002W,MPP10,Sace,11.234829,-0.585424,"similar to uniprot|P47083 Saccharomyces cerevisiae YJR002W MPP10 Component of the SSU processome and 90S preribosome, required for pre-18S rRNA processing, interacts with and controls the stability of Imp3p and Imp4p, essential for viability; similar to human Mpp10p"
SAKL0G12760g,negative,7,1088344,1090557,2214,40.24,-1,YHR065C,RRP3,Sace,11.284386,-0.612082,"some similarities with uniprot|P38712 Saccharomyces cerevisiae YHR065C RRP3 Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA- dependent ATPase with helicase activity"
SAKL0G12782g,negative,7,1090783,1091364,582,39.52,1,YJL004C,SYS1,Sace,9.696779,-0.2318071,similar to uniprot|P41544 Saccharomyces cerevisiae YJL004C SYS1 Integral membrane protein of the Golgi required for targeting of the Arf-like GTPase Arl3p to the Golgi; multicopy suppressor of ypt6 null mutation
SAKL0G12826g,negative,7,1097824,1098834,1011,43.82,1,YLR017W,MEU1,Sace,11.737398,-0.3195521,"highly similar to uniprot|Q07938 Saccharomyces cerevisiae YLR017W MEU1 Methylthioadenosine phosphorylase (MTAP), catalyzes the initial step in the methionine salvage pathway; affects polyamine biosynthesis through regulation of ornithine decarboxylase (Spe1p) activity; regulates ADH2 gene expression"
SAKL0G12892g,negative,7,1102157,1103587,1431,41.09,-1,YLL011W,SOF1,Sace,10.65518,-0.7175616,highly similar to uniprot|P33750 Saccharomyces cerevisiae YLL011W SOF1 Essential protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p
SAKL0G12914g,negative,7,1103755,1105365,1611,42.27,-1,YLR020C,YEH2,Sace,10.730181,-0.3641748,"similar to uniprot|Q07950 Saccharomyces cerevisiae YLR020C (ohnolog of YLL012W) YEH2 Steryl ester hydrolase, catalyzes steryl ester hydrolysis at the plasma membrane; involved in sterol metabolism"
SAKL0G13046g,negative,7,1114311,1115477,1167,39.59,1,YGR187C,HGH1,Sace,11.512093,-0.549422,highly similar to uniprot|P48362 Saccharomyces cerevisiae YGR187C HGH1 Nonessential protein of unknown function; predicted to be involved in ribosome biogenesis; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; similar to mammalian BRP16 (Brain protein 16)
SAKL0G13530g,negative,7,1159601,1160707,1107,40.56,-1,YGR173W,RBG2,Sace,10.961865,-0.3354915,highly similar to uniprot|P53295 Saccharomyces cerevisiae YGR173W RBG2 Protein with a role in translation; forms a complex with Gir2p; has similarity to mammalian developmentally regulated GTP-binding protein
SAKL0G13860g,negative,7,1189910,1191517,1608,43.53,1,YJL014W,CCT3,Sace,12.296251,-0.2346599,"highly similar to uniprot|P39077 Saccharomyces cerevisiae YJL014W CCT3 Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo"
SAKL0G13926g,negative,7,1197347,1197817,471,40.55,-1,YJL011C,RPC17,Sace,9.863192,-0.3996116,"similar to uniprot|P47076 Saccharomyces cerevisiae YJL011C RPC17 RNA polymerase III subunit C17; physically interacts with C31, C11, and TFIIIB70; may be involved in the recruitment of pol III by the preinitiation complex"
SAKL0G14058g,negative,7,1209734,1210642,909,42.24,1,YJR007W,SUI2,Sace,12.676533,-0.3271761,"highly similar to uniprot|P20459 Saccharomyces cerevisiae YJR007W SUI2 Alpha subunit of the translation initiation factor eIF2, involved in the identification of the start codon; phosphorylation of Ser51 is required for regulation of translation by inhibiting the exchange of GDP for GTP"
SAKL0G14234g,negative,7,1226425,1227336,912,43.42,1,YBR104W,YMC2,Sace,10.490891,-0.2681527,"weakly similar to uniprot|P38087 Saccharomyces cerevisiae YBR104W (ohnolog of YPR058W) YMC2 Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; has similarity with Ymc1p"
SAKL0G14300g,negative,7,1234289,1235110,822,41.61,1,YGR195W,SKI6,Sace,10.401198,-0.4157833,highly similar to uniprot|P46948 Saccharomyces cerevisiae YGR195W SKI6 Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp41p (EXOSC4)
SAKL0G14344g,negative,7,1238204,1238779,576,42.36,1,YJR014W,TMA22,Sace,11.524513,-0.2616532,"highly similar to uniprot|P47089 Saccharomyces cerevisiae YJR014W TMA22 Protein of unknown function; associates with ribosomes and has a putative RNA binding domain; interacts with Tma20p; similar to human GRAP and human DRP1, which interacts with human Tma20p homolog MCT- 1"
SAKL0G14432g,negative,7,1245508,1247877,2370,41.56,-1,YGR200C,ELP2,Sace,11.153547,-0.3327046,"similar to uniprot|P42935 Saccharomyces cerevisiae YGR200C ELP2 Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; target of Kluyveromyces lactis zymocin"
SAKL0G14740g,negative,7,1264151,1265089,939,45.37,1,YGR208W,SER2,Sace,11.38983,-0.3924346,"similar to uniprot|P42941 Saccharomyces cerevisiae YGR208W SER2 Phosphoserine phosphatase of the phosphoglycerate pathway, involved in serine and glycine biosynthesis, expression is regulated by the available nitrogen source"
SAKL0G15048g,negative,7,1293525,1294627,1103,46.64,1,YGR214W,RPS0A,Sace,16.41824,-0.362489,"highly similar to uniprot|P32905 Saccharomyces cerevisiae YGR214W (ohnolog of YLR048W) RPS0A Protein component of the small (40S) ribosomal subunit, nearly identical to Rps0Bp; required for maturation of 18S rRNA along with Rps0Bp; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal"
SAKL0G15268g,negative,7,1316122,1316673,552,42.57,1,YHR148W,IMP3,Sace,10.404996,-0.524029,"highly similar to uniprot|P32899 Saccharomyces cerevisiae YHR148W IMP3 Component of the SSU processome, which is required for pre-18S rRNA processing, essential protein that interacts with Mpp10p and mediates interactions of Imp4p and Mpp10p with U3 snoRNA"
SAKL0G15730g,negative,7,1352364,1354322,1959,45.94,-1,YLR401C,DUS3,Sace,11.402717,-0.4281692,"highly similar to uniprot|Q06053 Saccharomyces cerevisiae YLR401C DUS3 Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus1p, and Dus4p; contains a consensus oleate response element (ORE) in its promoter region"
SAKL0G15818g,negative,7,1363027,1364970,1944,39.76,1,YDL074C,BRE1,Sace,10.996456,-0.2478822,"similar to uniprot|Q07457 Saccharomyces cerevisiae YDL074C BRE1 E3 ubiquitin ligase, forms heterodimer with Rad6p to monoubiquinate histone H2B-K123, which is required for the subsequent methylation of histone H3-K4 and H3-K79; required for DSBR, transcription, silencing, and checkpoint control"
SAKL0G15884g,negative,7,1367753,1368512,760,43.77,-1,YDL075W,RPL31A,Sace,15.382931,-0.3608732,"highly similar to uniprot|P0C2H8 Saccharomyces cerevisiae YDL075W (ohnolog of YLR406C) RPL31A Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl31Bp and has similarity to rat L31 ribosomal protein; associates with the karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality"
SAKL0G15994g,negative,7,1374780,1377614,2835,41.16,-1,YLR409C,UTP21,Sace,12.04117,-0.4666107,highly similar to uniprot|Q06078 Saccharomyces cerevisiae YLR409C UTP21 Subunit of U3-containing 90S preribosome and Small Subunit (SSU) processome complexes involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma
SAKL0G16060g,negative,7,1383092,1384366,1275,42.2,-1,YKL181W,PRS1,Sace,13.173117,-0.250767,"highly similar to uniprot|P32895 Saccharomyces cerevisiae YKL181W PRS1 5-phospho-ribosyl-1(alpha)- pyrophosphate synthetase, synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes"
SAKL0G16148g,negative,7,1395891,1396808,918,43.03,-1,YKL183W,LOT5,Sace,9.511529,-0.2477224,similar to uniprot|P34234 Saccharomyces cerevisiae YKL183W LOT5 Protein of unknown function; gene expression increases in cultures shifted to a lower temperature
SAKL0G16236g,negative,7,1403769,1405796,2028,44.08,1,YLR413W,YLR413W,Sace,11.773525,-0.9776839,similar to uniprot|Q06689 Saccharomyces cerevisiae YLR413W (ohnolog of YKL187C)  Putative protein of unknown function; YLR413W is not an essential gene
SAKL0G16500g,negative,7,1427774,1429522,1749,40.77,-1,YKL191W,DPH2,Sace,10.589415,-0.2645352,"similar to uniprot|P32461 Saccharomyces cerevisiae YKL191W DPH2 Protein required, along with Dph1p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph1p and Kti11p"
SAKL0G17050g,negative,7,1477016,1478899,1884,42.96,1,YLR432W,YML056C,Sace,15.003355,-0.3630812,"highly similar to uniprot|P50095 Saccharomyces cerevisiae YLR432W (ohnolog of YML056C IMD4) IMD3 Inosine monophosphate dehydrogenase, catalyzes the first step of GMP biosynthesis, member of a four-gene family in S. cerevisiae, constitutively expressed"
SAKL0G17116g,negative,7,1481042,1481665,624,41.19,1,YLR435W,TSR2,Sace,10.34768,-0.4339839,similar to uniprot|Q06672 Saccharomyces cerevisiae YLR435W TSR2 Protein with a potential role in pre-rRNA processing
SAKL0G17292g,negative,7,1497928,1498875,948,41.67,1,YLR439W,MRPL4,Sace,10.958545,-0.3305655,"similar to uniprot|P36517 Saccharomyces cerevisiae YLR439W MRPL4 Mitochondrial ribosomal protein of the large subunit, homolog of prokaryotic L29 ribosomal protein; located at the ribosomal tunnel exit"
SAKL0G17402g,negative,7,1506856,1507626,771,43.45,-1,YML063W,RPS1B,Sace,16.436328,-0.4007,highly similar to uniprot|P23248 Saccharomyces cerevisiae YML063W (ohnolog of YLR441C) RPS1B Ribosomal protein 10 (rp10) of the small (40S) subunit; nearly identical to Rps1Ap and has similarity to rat S3a ribosomal protein
SAKL0G17842g,negative,7,1544972,1545921,950,45.32,1,YML073C,RPL6A,Sace,16.29016,-0.3401166,"highly similar to uniprot|Q02326 Saccharomyces cerevisiae YML073C (ohnolog of YLR448W) RPL6A N-terminally acetylated protein component of the large (60S) ribosomal subunit, has similarity to Rpl6Bp and to rat L6 ribosomal protein; binds to 5.8S rRNA"
SAKL0G17864g,negative,7,1546478,1547692,1215,41.98,1,YML074C,FPR3,Sace,13.391045,-0.6790043,highly similar to uniprot|P38911 Saccharomyces cerevisiae YML074C (ohnolog of YLR449W) FPR3 Nucleolar peptidyl-prolyl cis-trans isomerase (PPIase); FK506 binding protein; phosphorylated by casein kinase II (Cka1p- Cka2p-Ckb1p-Ckb2p) and dephosphorylated by Ptp1p
SAKL0G18040g,negative,7,1561358,1562674,1317,43.28,-1,YML080W,DUS1,Sace,10.553996,-0.330224,"highly similar to uniprot|P53759 Saccharomyces cerevisiae YML080W DUS1 Dihydrouridine synthase, member of a widespread family of conserved proteins including Smm1p, Dus3p, and Dus4p; modifies pre-tRNA(Phe) at U17"
SAKL0G18260g,negative,7,1578118,1578654,537,45.44,-1,YHR193C,EGD2,Sace,13.567469,-0.4018842,"similar to uniprot|P38879 Saccharomyces cerevisiae YHR193C EGD2 Alpha subunit of the heteromeric nascent polypeptide-associated complex (NAC) involved in protein sorting and translocation, associated with cytoplasmic ribosomes"
SAKL0G18348g,negative,7,1582267,1585422,3156,39.35,1,YJR132W,NMD5,Sace,11.32437,-0.4129473,"similar to uniprot|P46970 Saccharomyces cerevisiae YJR132W NMD5 Karyopherin, a carrier protein involved in nuclear import of proteins; importin beta homolog"
SAKL0G18370g,negative,7,1585734,1587371,1638,39.07,1,YHR196W,UTP9,Sace,11.508656,-0.5523527,"similar to uniprot|P38882 Saccharomyces cerevisiae YHR196W UTP9 Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA"
SAKL0G18392g,negative,7,1588074,1588715,642,39.88,1,YJR133W,XPT1,Sace,11.615899,-0.4723207,"highly similar to uniprot|P47165 Saccharomyces cerevisiae YJR133W XPT1 Xanthine-guanine phosphoribosyl transferase, required for xanthine utilization and for optimal utilization of guanine"
SAKL0G18458g,negative,7,1591284,1593578,2295,40.13,1,YHR197W,RIX1,Sace,11.894192,-0.4393734,"similar to uniprot|P38883 Saccharomyces cerevisiae YHR197W RIX1 Essential component of the Rix1 complex (Rix1p, Ipi1p, Ipi3p) that is required for processing of ITS2 sequences from 35S pre-rRNA; Rix1 complex associates with Mdn1p in pre-60S ribosomal particles"
SAKL0G18832g,negative,7,1627709,1629847,2139,49.6,-1,YKL078W,DHR2,Sace,10.437717,-0.4708899,"similar to uniprot|P36009 Saccharomyces cerevisiae YKL078W DHR2 Predominantly nucleolar DEAH-box ATP- dependent RNA helicase, required for 18S rRNA synthesis"
SAKL0G18964g,negative,7,1638827,1640268,1442,43.56,-1,YPL048W,CAM1,Sace,14.910525,-0.6200609,similar to uniprot|P29547 Saccharomyces cerevisiae YPL048W CAM1 Nuclear protein required for transcription of MXR1; binds the MXR1 promoter in the presence of other nuclear factors; binds calcium and phospholipids; has similarity to translational cofactor EF-1 gamma
SAKL0G19008g,negative,7,1640890,1642233,1344,39.51,1,YKL082C,RRP14,Sace,10.858355,-0.8003072,"similar to uniprot|P36080 Saccharomyces cerevisiae YKL082C RRP14 Essential protein, constituent of 66S pre- ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF- 6 family"
SAKL0G19448g,negative,7,1672352,1677490,5139,37.19,1,YKL014C,URB1,Sace,11.29544,-0.4606787,"similar to uniprot|P34241 Saccharomyces cerevisiae YKL014C URB1 Nucleolar protein required for the normal accumulation of 25S and 5.8S rRNAs, associated with the 27SA2 pre-ribosomal particle; proposed to be involved in the biogenesis of the 60S ribosomal subunit"
SAKL0G19602g,negative,7,1688208,1689446,1239,41,-1,YIR026C,YVH1,Sace,10.073501,-0.5729884,"similar to uniprot|Q02256 Saccharomyces cerevisiae YIR026C YVH1 Protein phosphatase involved in vegetative growth at low temperatures, sporulation, and glycogen accumulation; mutants are defective in 60S ribosome assembly; member of the dual-specificity family of protein phosphatases"
SAKL0G19668g,negative,7,1695030,1696214,1185,39.66,1,YKL021C,MAK11,Sace,11.392969,-0.467467,"similar to uniprot|P20484 Saccharomyces cerevisiae YKL021C MAK11 Protein involved in an early, nucleolar step of 60S ribosomal subunit biogenesis; essential for cell growth and replication of killer M1 dsRNA virus; contains four beta-transducin repeats"
SAKL0H00572g,negative,8,68848,69687,840,40.36,-1,YGR280C,PXR1,Sace,10.215615,-0.7782182,"similar to uniprot|P53335 Saccharomyces cerevisiae YGR280C PXR1 Essential protein involved in rRNA and snoRNA maturation; competes with TLC1 RNA for binding to Est2p, suggesting a role in negative regulation of telomerase; human homolog inhibits telomerase; contains a G-patch RNA interacting domain"
SAKL0H00748g,negative,8,93042,95507,2466,39.5,-1,YMR309C,NIP1,Sace,13.676449,-0.4255566,"similar to uniprot|P32497 Saccharomyces cerevisiae YMR309C NIP1 eIF3c subunit of the eukaryotic translation initiation factor 3 (eIF3), involved in the assembly of preinitiation complex and start codon selection"
SAKL0H00792g,negative,8,97159,98448,1290,38.84,-1,YGR283C,YGR283C,Sace,11.38042,-0.3778911,"some similarities with uniprot|P53336 Saccharomyces cerevisiae YGR283C (ohnolog of YMR310C)  Protein of unknown function; may interact with ribosomes, based on co- purification experiments; predicted to be involved in ribosome biogenesis; null mutant is resistant to fluconazole; GFP-fusion protein localizes to the nucleolus"
SAKL0H00858g,negative,8,101231,102529,1299,42.96,-1,YGR285C,ZUO1,Sace,13.48518,-0.4826262,"highly similar to uniprot|P32527 Saccharomyces cerevisiae YGR285C ZUO1 Ribosome-associated chaperone, functions in ribosome biogenesis and, in partnership with Ssz1p and SSb1/2, as a chaperone for nascent polypeptide chains; contains a DnaJ domain and functions as a J- protein partner for Ssb1p and Ssb2p"
SAKL0H01188g,negative,8,126464,127162,699,38.2,1,YGR271C-A,EFG1,Sace,10.397217,-0.8583823,similar to uniprot|Q3E705 Saccharomyces cerevisiae YGR271C-A EFG1 Essential protein required for maturation of 18S rRNA; null mutant is sensitive to hydroxyurea and is delayed in recovering from alpha-factor arrest; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus
SAKL0H01430g,negative,8,149724,151226,1503,39.52,1,YMR290C,HAS1,Sace,12.697139,-0.5974031,highly similar to uniprot|Q03532 Saccharomyces cerevisiae YMR290C HAS1 ATP-dependent RNA helicase; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles
SAKL0H01452g,negative,8,153061,155316,2256,40.78,1,YGR264C,MES1,Sace,12.883354,-0.3790471,"highly similar to uniprot|P00958 Saccharomyces cerevisiae YGR264C MES1 Methionyl-tRNA synthetase, forms a complex with glutamyl-tRNA synthetase (Gus1p) and Arc1p, which increases the catalytic efficiency of both tRNA synthetases; also has a role in nuclear export of tRNAs"
SAKL0H02134g,negative,8,208856,210412,1557,42.52,-1,YHR170W,NMD3,Sace,11.848449,-0.6953797,highly similar to uniprot|P38861 Saccharomyces cerevisiae YHR170W NMD3 Protein involved in nuclear export of the large ribosomal subunit; acts as a Crm1p-dependent adapter protein for export of nascent ribosomal subunits through the nuclear pore complex
SAKL0H02178g,negative,8,211451,212758,1308,42.58,-1,YHR169W,DBP8,Sace,10.076046,-0.6876195,"highly similar to uniprot|P38719 Saccharomyces cerevisiae YHR169W DBP8 ATPase, putative RNA helicase of the DEAD-box family; component of 90S preribosome complex involved in production of 18S rRNA and assembly of 40S small ribosomal subunit; ATPase activity stimulated by association with Esf2p"
SAKL0H02222g,negative,8,215347,216162,816,37.13,-1,YHR167W,THP2,Sace,9.724819,-0.3069822,"similar to uniprot|O13539 Saccharomyces cerevisiae YHR167W THP2 Subunit of the THO complex, which connects transcription elongation and mitotic recombination, and of the TREX complex, which is recruited to activated genes and couples transcription to mRNA export; involved in telomere maintenance"
SAKL0H02266g,negative,8,218732,226012,7281,40.5,1,YHR165C,PRP8,Sace,11.197222,-0.3131076,"highly similar to uniprot|P33334 Saccharomyces cerevisiae YHR165C PRP8 Component of the U4/U6-U5 snRNP complex, involved in the second catalytic step of splicing; mutations of human Prp8 cause retinitis pigmentosa"
SAKL0H02442g,negative,8,242792,245020,2229,41.32,1,YGR245C,SDA1,Sace,11.661567,-0.6036104,"highly similar to uniprot|P53313 Saccharomyces cerevisiae YGR245C SDA1 Highly conserved nuclear protein required for actin cytoskeleton organization and passage through Start, plays a critical role in G1 events, binds Nap1p, also involved in 60S ribosome biogenesis"
SAKL0H02750g,negative,8,273630,275960,2331,41.7,1,YLR397C,AFG2,Sace,10.549357,-0.4044003,"highly similar to uniprot|P32794 Saccharomyces cerevisiae YLR397C AFG2 ATPase of the CDC48/PAS1/SEC18 (AAA) family, forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; may be involved in degradation of aberrant mRNAs"
SAKL0H03080g,negative,8,289374,291245,1872,38.94,-1,YDL063C,YDL063C,Sace,12.057216,-0.6521822,similar to uniprot|Q7LGT0 Saccharomyces cerevisiae YDL063C  Protein required for biogenesis of the large ribosomal subunit; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus
SAKL0H03146g,negative,8,295672,295842,171,45.61,-1,YDL061C,RPS29B,Sace,14.68712,-0.409054,highly similar to uniprot|P41058 Saccharomyces cerevisiae YDL061C (ohnolog of YLR388W) RPS29B Protein component of the small (40S) ribosomal subunit; nearly identical to Rps29Ap and has similarity to rat S29 and E. coli S14 ribosomal proteins
SAKL0H03168g,negative,8,296695,299076,2382,39.88,1,YDL060W,TSR1,Sace,12.002867,-0.6612043,highly similar to uniprot|Q03128 Saccharomyces cerevisiae YDL060W TSR1 Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p
SAKL0H03256g,negative,8,304143,308132,3990,39.25,1,YLR384C,IKI3,Sace,11.603868,-0.3748817,"highly similar to uniprot|Q06706 Saccharomyces cerevisiae YLR384C IKI3 Subunit of Elongator complex, which is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP, mutations in which cause familial dysautonomia (FD)"
SAKL0H03828g,negative,8,352477,353307,831,41.76,1,YDL051W,LHP1,Sace,11.164768,-0.4600212,similar to uniprot|P33399 Saccharomyces cerevisiae YDL051W LHP1 RNA binding protein required for maturation of tRNA and U6 snRNA precursors; acts as a molecular chaperone for RNAs transcribed by polymerase III; homologous to human La (SS-B) autoantigen
SAKL0H03938g,negative,8,365757,366785,1029,38.78,-1,YLR372W,SUR4,Sace,13.076486,-0.4195573,"highly similar to uniprot|P40319 Saccharomyces cerevisiae YLR372W SUR4 Elongase, involved in fatty acid and sphingolipid biosynthesis; synthesizes very long chain 20-26-carbon fatty acids from C18-CoA primers; involved in regulation of sphingolipid biosynthesis"
SAKL0H04224g,negative,8,390622,394674,4053,43.13,1,YGR061C,ADE6,Sace,12.982125,-0.723183,"highly similar to uniprot|P38972 Saccharomyces cerevisiae YGR061C ADE6 Formylglycinamidine-ribonucleotide (FGAM)-synthetase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway"
SAKL0H04356g,negative,8,402212,402877,666,42.14,-1,YOR293W,RPS10A,Sace,15.438776,-0.332912,highly similar to uniprot|Q08745 Saccharomyces cerevisiae YOR293W (ohnolog of YMR230W) RPS10A Protein component of the small (40S) ribosomal subunit; nearly identical to Rps10Bp and has similarity to rat ribosomal protein S10
